,period,TOA,GHI,BHI,DHI,BNI,start,end,DNI,cos_zenith,zenith_rad,zenith_deg,day_of_year,I0n,Kt,Kd,Kn,G0h,k_test,individual_limit_test,night_time_test
6993,2025-01-17T09:00:00.0/2025-01-17T10:00:00.0,687.3386,462.4069,282.3567,180.0501,575.0296,2025-01-17 09:00:00,2025-01-17 10:00:00,575.0296,0.4910300269760027,1.0575245812124767,60.591695234814786,17,1410.193114331884,0.667786547085412,0.3893758938285739,0.40776656342733264,692.4471629717583,Passed,Passed,Passed
6994,2025-01-17T10:00:00.0/2025-01-17T11:00:00.0,838.843,600.733,401.7582,198.9748,672.8539,2025-01-17 10:00:00,2025-01-17 11:00:00,672.8539,0.597095743964626,0.9309206171732909,53.33782242574339,17,1410.193114331884,0.7134424136738773,0.33122002620132407,0.47713599872367984,842.0203067357892,Passed,Passed,Passed
6995,2025-01-17T11:00:00.0/2025-01-17T12:00:00.0,917.3446,673.8629,468.6432,205.2197,718.5437,2025-01-17 11:00:00,2025-01-17 12:00:00,718.5437,0.6522125237476858,0.8602967841832279,49.29137486237599,17,1410.193114331884,0.7326622629367141,0.3045422147442751,0.5095356747224148,919.7456100700069,Passed,Passed,Passed
6996,2025-01-17T12:00:00.0/2025-01-17T13:00:00.0,917.4914,674.4084,470.2265,204.1819,720.8698,2025-01-17 12:00:00,2025-01-17 13:00:00,720.8698,0.6523043412277778,0.860175652409087,49.284434522952786,17,1410.193114331884,0.7331521496808826,0.3027570534412086,0.5111851651194106,919.875090448208,Passed,Passed,Passed
6997,2025-01-17T13:00:00.0/2025-01-17T14:00:00.0,839.2718,604.1945,412.1574,192.0371,690.2101,2025-01-17 13:00:00,2025-01-17 14:00:00,690.2101,0.59714773805831,0.9308557988062182,53.3341086068752,17,1410.193114331884,0.7174908817598489,0.3178398677909184,0.4894436747601091,842.0936284486884,Passed,Passed,Passed
6998,2025-01-17T14:00:00.0/2025-01-17T15:00:00.0,688.0161,463.5854,288.4265,175.159,585.9075,2025-01-17 14:00:00,2025-01-17 15:00:00,585.9075,0.4922729270405311,1.0560972596772416,60.509915734837676,17,1410.193114331884,0.6677981447215952,0.377835453834396,0.41548032964094356,694.1998920845589,Passed,Passed,Passed
6999,2025-01-17T15:00:00.0/2025-01-17T16:00:00.0,474.0334,271.4015,132.3132,139.0883,382.6116,2025-01-17 15:00:00,2025-01-17 16:00:00,382.6116,0.3458159658515319,1.2176880615900307,69.768386692575,17,1410.193114331884,0.5565300429444561,0.5124816922529906,0.2713185847466517,487.66729386986026,Passed,Passed,Passed
7000,2025-01-17T16:00:00.0/2025-01-17T17:00:00.0,211.909,86.6877,25.1547,61.5329,140.2299,2025-01-17 16:00:00,2025-01-17 17:00:00,140.2299,0.17938257104939825,1.3904375206572603,79.66620161029523,17,1410.193114331884,0.3426878022275504,0.7098227314832438,0.09944021040440094,252.9640665250114,Passed,Passed,Passed
7001,2025-01-17T17:00:00.0/2025-01-17T18:00:00.0,8.067,1.91,0.083,1.827,2.0882,2025-01-17 17:00:00,2025-01-17 18:00:00,2.0882,0.03974715065606741,1.5310387030283579,87.72205595470832,17,1410.193114331884,0.03407601309903667,0.9565445026178011,0.0014807900980209647,56.051158169498294,Passed,Passed,Failed
7002,2025-01-17T18:00:00.0/2025-01-17T19:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-17 18:00:00,2025-01-17 19:00:00,0.0,,,,17,1410.193114331884,,,0.0,,Failed,Passed,Failed
7003,2025-01-17T19:00:00.0/2025-01-17T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-17 19:00:00,2025-01-17 20:00:00,0.0,,,,17,1410.193114331884,,,0.0,,Failed,Passed,Failed
7004,2025-01-17T20:00:00.0/2025-01-17T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-17 20:00:00,2025-01-17 21:00:00,0.0,,,,17,1410.193114331884,,,0.0,,Failed,Passed,Failed
7005,2025-01-17T21:00:00.0/2025-01-17T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-17 21:00:00,2025-01-17 22:00:00,0.0,,,,17,1410.193114331884,,,0.0,,Failed,Passed,Failed
7006,2025-01-17T22:00:00.0/2025-01-17T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-17 22:00:00,2025-01-17 23:00:00,0.0,,,,17,1410.193114331884,,,0.0,,Failed,Passed,Failed
7007,2025-01-17T23:00:00.0/2025-01-18T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-17 23:00:00,2025-01-18 00:00:00,0.0,,,,17,1410.193114331884,,,0.0,,Failed,Passed,Failed
7008,2025-01-18T00:00:00.0/2025-01-18T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 00:00:00,2025-01-18 01:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7009,2025-01-18T01:00:00.0/2025-01-18T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 01:00:00,2025-01-18 02:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7010,2025-01-18T02:00:00.0/2025-01-18T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 02:00:00,2025-01-18 03:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7011,2025-01-18T03:00:00.0/2025-01-18T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 03:00:00,2025-01-18 04:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7012,2025-01-18T04:00:00.0/2025-01-18T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 04:00:00,2025-01-18 05:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7013,2025-01-18T05:00:00.0/2025-01-18T06:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 05:00:00,2025-01-18 06:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7014,2025-01-18T06:00:00.0/2025-01-18T07:00:00.0,8.4249,2.1247,0.1288,1.996,3.2951,2025-01-18 06:00:00,2025-01-18 07:00:00,3.2951,0.039057995205001306,1.5317283940954474,87.76157234202041,18,1409.9627048187738,0.038581583193355085,0.9394267425989552,0.00233701216971092,55.070316564042336,Passed,Passed,Failed
7015,2025-01-18T07:00:00.0/2025-01-18T08:00:00.0,213.6239,92.57,30.5334,62.0367,171.3437,2025-01-18 07:00:00,2025-01-18 08:00:00,171.3437,0.17819914009093996,1.3916403324780107,79.73511765117267,18,1409.9627048187738,0.36843173778396027,0.6701598790104787,0.12152356896704106,251.25414155900128,Passed,Passed,Passed
7016,2025-01-18T08:00:00.0/2025-01-18T09:00:00.0,476.1982,278.161,140.5482,137.6128,406.9821,2025-01-18 08:00:00,2025-01-18 09:00:00,406.9821,0.3453424610074989,1.2181926546292972,69.79729774409665,18,1409.9627048187738,0.5712663383675495,0.4947235593774828,0.2886474220978139,486.91999041090503,Passed,Passed,Passed
7017,2025-01-18T09:00:00.0/2025-01-18T10:00:00.0,690.6373,460.0916,275.0423,185.0493,557.5691,2025-01-18 09:00:00,2025-01-18 10:00:00,557.5691,0.4932882758388154,1.0549303979677984,60.443059483611165,18,1409.9627048187738,0.661509195445954,0.4022009964972192,0.3954495378455176,695.5180716570856,Passed,Passed,Passed
7018,2025-01-18T10:00:00.0/2025-01-18T11:00:00.0,842.3261,595.9922,386.2725,209.7197,644.2472,2025-01-18 10:00:00,2025-01-18 11:00:00,644.2472,0.5995718724117078,0.9278302701572058,53.160758584490864,18,1409.9627048187738,0.705004193213993,0.35188329645924893,0.4569249936882599,845.3739789588683,Passed,Passed,Passed
7019,2025-01-18T11:00:00.0/2025-01-18T12:00:00.0,920.9251,668.4178,450.1313,218.2866,687.3577,2025-01-18 11:00:00,2025-01-18 12:00:00,687.3577,0.6548718374726871,0.856783304267738,49.09006729181444,18,1409.9627048187738,0.723909152139837,0.3265720930830986,0.4875006251235191,923.3448672726303,Passed,Passed,Passed
7020,2025-01-18T12:00:00.0/2025-01-18T13:00:00.0,921.0758,670.2773,455.8523,214.4251,696.0402,2025-01-18 12:00:00,2025-01-18 13:00:00,696.0402,0.6549222300665967,0.8567166225345851,49.086246709934166,18,1409.9627048187738,0.7258671701931396,0.31990506018926795,0.49365858942308966,923.4159189506419,Passed,Passed,Passed
7021,2025-01-18T13:00:00.0/2025-01-18T14:00:00.0,842.7665,601.3846,402.6211,198.7635,671.4091,2025-01-18 13:00:00,2025-01-18 14:00:00,671.4091,0.599665837117787,0.9277128562083934,53.15403126076795,18,1409.9627048187738,0.7112714383670812,0.33050979356638,0.47618926210271495,845.5064656900091,Passed,Passed,Passed
7022,2025-01-18T14:00:00.0/2025-01-18T15:00:00.0,691.3335,468.0593,296.9508,171.1085,601.8765,2025-01-18 14:00:00,2025-01-18 15:00:00,601.8765,0.49337496978200684,1.0548307315781262,60.43734902012364,18,1409.9627048187738,0.6728467217444305,0.3655701318187674,0.42687405698249353,695.6403068837192,Passed,Passed,Passed
7023,2025-01-18T15:00:00.0/2025-01-18T16:00:00.0,477.0983,286.7863,159.5317,127.2546,462.4028,2025-01-18 15:00:00,2025-01-18 16:00:00,462.4028,0.34500591259395486,1.2185512423329403,69.8178433061007,18,1409.9627048187738,0.5895548789408922,0.44372621704732756,0.3279539227666549,486.445469699442,Passed,Passed,Passed
7024,2025-01-18T16:00:00.0/2025-01-18T17:00:00.0,214.6635,97.1001,37.397,59.7031,210.5251,2025-01-18 16:00:00,2025-01-18 17:00:00,210.5251,0.17763677585238052,1.3922118145358884,79.76786116115652,18,1409.9627048187738,0.38768515352536265,0.6148613647153813,0.149312530948866,250.46122895610867,Passed,Passed,Passed
7025,2025-01-18T17:00:00.0/2025-01-18T18:00:00.0,8.679,2.2429,0.1738,2.0691,4.3448,2025-01-18 17:00:00,2025-01-18 18:00:00,4.3448,0.04000184128153193,1.5307838096845126,87.70745164188,18,1409.9627048187738,0.03976695184611185,0.9225110348209907,0.0030814999468787006,56.401104331040045,Passed,Passed,Failed
7026,2025-01-18T18:00:00.0/2025-01-18T19:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 18:00:00,2025-01-18 19:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7027,2025-01-18T19:00:00.0/2025-01-18T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 19:00:00,2025-01-18 20:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7028,2025-01-18T20:00:00.0/2025-01-18T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 20:00:00,2025-01-18 21:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7029,2025-01-18T21:00:00.0/2025-01-18T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 21:00:00,2025-01-18 22:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7030,2025-01-18T22:00:00.0/2025-01-18T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 22:00:00,2025-01-18 23:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7031,2025-01-18T23:00:00.0/2025-01-19T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-18 23:00:00,2025-01-19 00:00:00,0.0,,,,18,1409.9627048187738,,,0.0,,Failed,Passed,Failed
7032,2025-01-19T00:00:00.0/2025-01-19T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 00:00:00,2025-01-19 01:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7033,2025-01-19T01:00:00.0/2025-01-19T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 01:00:00,2025-01-19 02:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7034,2025-01-19T02:00:00.0/2025-01-19T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 02:00:00,2025-01-19 03:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7035,2025-01-19T03:00:00.0/2025-01-19T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 03:00:00,2025-01-19 04:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7036,2025-01-19T04:00:00.0/2025-01-19T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 04:00:00,2025-01-19 05:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7037,2025-01-19T05:00:00.0/2025-01-19T06:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 05:00:00,2025-01-19 06:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7038,2025-01-19T06:00:00.0/2025-01-19T07:00:00.0,9.0538,2.1918,0.07,2.1218,1.6888,2025-01-19 06:00:00,2025-01-19 07:00:00,1.6888,0.04144954997631471,1.5293348987948583,87.62443516301227,19,1409.7195645290149,0.0375101132891598,0.9680627794506796,0.0011979687609458875,58.432241542534015,Passed,Passed,Failed
7039,2025-01-19T07:00:00.0/2025-01-19T08:00:00.0,216.4293,89.0092,22.9224,66.0868,124.8005,2025-01-19 07:00:00,2025-01-19 08:00:00,124.8005,0.183672341056326,1.3860752719641463,79.41626317099335,19,1409.7195645290149,0.3437624288231276,0.7424715647371282,0.08852860039698439,258.92649264994856,Passed,Passed,Passed
7040,2025-01-19T08:00:00.0/2025-01-19T09:00:00.0,479.3238,266.853,114.4952,152.3577,328.803,2025-01-19 08:00:00,2025-01-19 09:00:00,328.803,0.3482185381520242,1.215126297104274,69.62160839943465,19,1409.7195645290149,0.5436100467004017,0.5709424289777517,0.2332400062205653,490.8904859646017,Passed,Passed,Passed
7041,2025-01-19T09:00:00.0/2025-01-19T10:00:00.0,694.0253,440.6606,227.5439,213.1166,458.935,2025-01-19 09:00:00,2025-01-19 10:00:00,458.935,0.4958087746630786,1.0520304376512395,60.27690399671692,19,1409.7195645290149,0.6304596345187463,0.483629804888388,0.3255505644864406,698.9513299076996,Passed,Passed,Passed
7042,2025-01-19T10:00:00.0/2025-01-19T11:00:00.0,845.901,569.1816,317.6292,251.5524,527.521,2025-01-19 10:00:00,2025-01-19 11:00:00,527.521,0.6021166929847342,0.9246467182192322,52.97835449458429,19,1409.7195645290149,0.6705597126864944,0.4419545536960436,0.37420279413958757,848.8156822300901,Passed,Passed,Passed
7043,2025-01-19T11:00:00.0/2025-01-19T12:00:00.0,924.5989,635.6545,364.2141,271.4404,553.9088,2025-01-19 11:00:00,2025-01-19 12:00:00,553.9088,0.6575344172181412,0.853254759764197,48.887896583937454,19,1409.7195645290149,0.685756462153338,0.4270250584240338,0.39292126883765005,926.9391323035976,Passed,Passed,Passed
7044,2025-01-19T12:00:00.0/2025-01-19T13:00:00.0,924.7536,633.1894,359.2241,273.9653,546.1697,2025-01-19 12:00:00,2025-01-19 13:00:00,546.1697,0.6577151753383609,0.8530148192691767,48.87414900623851,19,1409.7195645290149,0.6829093304762438,0.43267512058793156,0.3874314535618114,927.1939505621187,Passed,Passed,Passed
7045,2025-01-19T13:00:00.0/2025-01-19T14:00:00.0,846.3533,561.6306,303.438,258.1927,503.4583,2025-01-19 13:00:00,2025-01-19 14:00:00,503.4583,0.602707115961739,0.9239070115923228,52.935972426784524,19,1409.7195645290149,0.6610156104320191,0.4597197873477692,0.35713365457065543,849.6480130521211,Passed,Passed,Passed
7046,2025-01-19T14:00:00.0/2025-01-19T15:00:00.0,694.7406,429.9698,210.0683,219.9016,422.9449,2025-01-19 14:00:00,2025-01-19 15:00:00,422.9449,0.4966798275614625,1.0510271318451876,60.21941880846917,19,1409.7195645290149,0.6140853039889663,0.5114349891550523,0.3000205932030923,700.1792702202911,Passed,Passed,Passed
7047,2025-01-19T15:00:00.0/2025-01-19T16:00:00.0,480.2494,257.1403,102.035,155.1053,291.9341,2025-01-19 15:00:00,2025-01-19 16:00:00,291.9341,0.34951381150746014,1.213744189296332,69.5424194552075,19,1409.7195645290149,0.521882912056122,0.6031932761998021,0.20708664854029654,492.7164581551729,Passed,Passed,Passed
7048,2025-01-19T16:00:00.0/2025-01-19T17:00:00.0,217.4998,85.1361,19.6698,65.4662,106.2614,2025-01-19 16:00:00,2025-01-19 17:00:00,106.2614,0.1851086095233076,1.384613946100168,79.33253536649408,19,1409.7195645290149,0.32625291905874565,0.7689593486194458,0.07537768693413982,260.95122840776867,Passed,Passed,Passed
7049,2025-01-19T17:00:00.0/2025-01-19T18:00:00.0,9.3375,2.1677,0.0564,2.1113,1.3331,2025-01-19 17:00:00,2025-01-19 18:00:00,1.3331,0.04230740379566425,1.528476291703123,87.57524060039583,19,1409.7195645290149,0.03634545206533626,0.9739816395257647,0.0009456490734349612,59.641574855177,Passed,Passed,Failed
7050,2025-01-19T18:00:00.0/2025-01-19T19:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 18:00:00,2025-01-19 19:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7051,2025-01-19T19:00:00.0/2025-01-19T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 19:00:00,2025-01-19 20:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7052,2025-01-19T20:00:00.0/2025-01-19T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 20:00:00,2025-01-19 21:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7053,2025-01-19T21:00:00.0/2025-01-19T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 21:00:00,2025-01-19 22:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7054,2025-01-19T22:00:00.0/2025-01-19T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 22:00:00,2025-01-19 23:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7055,2025-01-19T23:00:00.0/2025-01-20T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-19 23:00:00,2025-01-20 00:00:00,0.0,,,,19,1409.7195645290149,,,0.0,,Failed,Passed,Failed
7056,2025-01-20T00:00:00.0/2025-01-20T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 00:00:00,2025-01-20 01:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7057,2025-01-20T01:00:00.0/2025-01-20T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 01:00:00,2025-01-20 02:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7058,2025-01-20T02:00:00.0/2025-01-20T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 02:00:00,2025-01-20 03:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7059,2025-01-20T03:00:00.0/2025-01-20T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 03:00:00,2025-01-20 04:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7060,2025-01-20T04:00:00.0/2025-01-20T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 04:00:00,2025-01-20 05:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7061,2025-01-20T05:00:00.0/2025-01-20T06:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 05:00:00,2025-01-20 06:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7062,2025-01-20T06:00:00.0/2025-01-20T07:00:00.0,9.7122,2.3993,0.0957,2.3036,2.2733,2025-01-20 06:00:00,2025-01-20 07:00:00,2.2733,0.042097391457352897,1.5286864913124492,87.58728415086553,20,1409.463765510322,0.04043667641069238,0.9601133663985327,0.0016128828960543802,59.33474788164268,Passed,Passed,Failed
7063,2025-01-20T07:00:00.0/2025-01-20T08:00:00.0,219.3163,94.0558,28.3623,65.6935,152.9485,2025-01-20 07:00:00,2025-01-20 08:00:00,152.9485,0.18543692811632678,1.3842798432268093,79.31339268192743,20,1409.463765510322,0.3598615464102369,0.6984524080386324,0.10851538275950089,261.3666309675049,Passed,Passed,Passed
7064,2025-01-20T08:00:00.0/2025-01-20T09:00:00.0,482.5359,282.0421,140.2639,141.7782,400.0353,2025-01-20 08:00:00,2025-01-20 09:00:00,400.0353,0.3506288070077816,1.2125538741974429,69.47421942375044,20,1409.463765510322,0.5707059890227788,0.5026845283026895,0.28382091813134336,494.19859862157983,Passed,Passed,Passed
7065,2025-01-20T09:00:00.0/2025-01-20T10:00:00.0,697.5038,466.1219,281.6178,184.504,564.8701,2025-01-20 09:00:00,2025-01-20 10:00:00,564.8701,0.49855338422054907,1.048867155287434,60.095661267862695,20,1409.463765510322,0.6633365442377478,0.3958277866798363,0.4007695081082687,702.6929302314095,Passed,Passed,Passed
7066,2025-01-20T10:00:00.0/2025-01-20T11:00:00.0,849.5693,603.9178,401.728,202.1898,664.0053,2025-01-20 10:00:00,2025-01-20 11:00:00,664.0053,0.605007219068884,0.9210213927254369,52.77063864442864,20,1409.463765510322,0.7082121252325865,0.3347968879208395,0.4711049097169127,852.7357531497576,Passed,Passed,Passed
7067,2025-01-20T11:00:00.0/2025-01-20T12:00:00.0,928.3673,676.5688,469.289,207.2798,710.6776,2025-01-20 11:00:00,2025-01-20 12:00:00,710.6776,0.6603402161542731,0.8495246184323287,48.6741752286341,20,1409.463765510322,0.7269261686697384,0.3063691379206372,0.504218425042439,930.7256075787017,Passed,Passed,Passed
7068,2025-01-20T12:00:00.0/2025-01-20T13:00:00.0,928.5259,677.0559,471.86,205.1959,714.4725,2025-01-20 12:00:00,2025-01-20 13:00:00,714.4725,0.6604312972157781,0.8494033268570018,48.66722573327737,20,1409.463765510322,0.727349200132091,0.3030708394978908,0.506910867439939,930.8539830346173,Passed,Passed,Passed
7069,2025-01-20T13:00:00.0/2025-01-20T14:00:00.0,850.033,607.4996,414.689,192.8106,685.3799,2025-01-20 13:00:00,2025-01-20 14:00:00,685.3799,0.605049841700931,0.9209678604105673,52.76757146871904,20,1409.463765510322,0.7123623028017558,0.31738391268076555,0.48626996789225424,852.7958282052184,Passed,Passed,Passed
7070,2025-01-20T14:00:00.0/2025-01-20T15:00:00.0,698.2377,473.6277,303.5339,170.0938,608.7758,2025-01-20 14:00:00,2025-01-20 15:00:00,608.7758,0.4985971847106932,1.0488166267393297,60.0927661953114,20,1409.463765510322,0.6739588127909577,0.3591297552909173,0.4319201492771839,702.7546654351792,Passed,Passed,Passed
7071,2025-01-20T15:00:00.0/2025-01-20T16:00:00.0,483.4863,290.9452,160.6827,130.2626,459.0499,2025-01-20 15:00:00,2025-01-20 16:00:00,459.0499,0.35003297027185937,1.213190026459528,69.51066826349562,20,1409.463765510322,0.5897233552554673,0.44772211399260065,0.32569116796968,493.3587883321375,Passed,Passed,Passed
7072,2025-01-20T16:00:00.0/2025-01-20T17:00:00.0,220.417,99.3053,36.7754,62.5299,201.2172,2025-01-20 16:00:00,2025-01-20 17:00:00,201.2172,0.1827646940718786,1.3869985480048916,79.4691629914536,20,1409.463765510322,0.3855016208764573,0.6296733406978278,0.14276152741475098,257.60021390889204,Passed,Passed,Passed
7073,2025-01-20T17:00:00.0/2025-01-20T18:00:00.0,10.0281,2.576,0.1785,2.3975,4.1793,2025-01-20 17:00:00,2025-01-20 18:00:00,4.1793,0.04271050175866775,1.528072829041797,87.55212389271074,20,1409.463765510322,0.042791476283379426,0.9307065217391304,0.0029651702315928695,60.19890463560708,Passed,Passed,Failed
7074,2025-01-20T18:00:00.0/2025-01-20T19:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 18:00:00,2025-01-20 19:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7075,2025-01-20T19:00:00.0/2025-01-20T20:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 19:00:00,2025-01-20 20:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7076,2025-01-20T20:00:00.0/2025-01-20T21:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 20:00:00,2025-01-20 21:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7077,2025-01-20T21:00:00.0/2025-01-20T22:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 21:00:00,2025-01-20 22:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7078,2025-01-20T22:00:00.0/2025-01-20T23:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 22:00:00,2025-01-20 23:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7079,2025-01-20T23:00:00.0/2025-01-21T00:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-20 23:00:00,2025-01-21 00:00:00,0.0,,,,20,1409.463765510322,,,0.0,,Failed,Passed,Failed
7080,2025-01-21T00:00:00.0/2025-01-21T01:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-21 00:00:00,2025-01-21 01:00:00,0.0,,,,21,1409.1953835614654,,,0.0,,Failed,Passed,Failed
7081,2025-01-21T01:00:00.0/2025-01-21T02:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-21 01:00:00,2025-01-21 02:00:00,0.0,,,,21,1409.1953835614654,,,0.0,,Failed,Passed,Failed
7082,2025-01-21T02:00:00.0/2025-01-21T03:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-21 02:00:00,2025-01-21 03:00:00,0.0,,,,21,1409.1953835614654,,,0.0,,Failed,Passed,Failed
7083,2025-01-21T03:00:00.0/2025-01-21T04:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-21 03:00:00,2025-01-21 04:00:00,0.0,,,,21,1409.1953835614654,,,0.0,,Failed,Passed,Failed
7084,2025-01-21T04:00:00.0/2025-01-21T05:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-21 04:00:00,2025-01-21 05:00:00,0.0,,,,21,1409.1953835614654,,,0.0,,Failed,Passed,Failed
7085,2025-01-21T05:00:00.0/2025-01-21T06:00:00.0,0.0,0.0,0.0,0.0,0.0,2025-01-21 05:00:00,2025-01-21 06:00:00,0.0,,,,21,1409.1953835614654,,,0.0,,Failed,Passed,Failed
7086,2025-01-21T06:00:00.0/2025-01-21T07:00:00.0,10.4004,2.866,0.292,2.574,6.6858,2025-01-21 06:00:00,2025-01-21 07:00:00,6.6858,0.04367465374375546,1.5271077763983263,87.49683044923192,21,1409.1953835614654,0.04656670444495858,0.8981158408932309,0.004744409524748051,61.54612043434567,Passed,Passed,Failed
7087,2025-01-21T07:00:00.0/2025-01-21T08:00:00.0,222.2835,108.1056,48.2811,59.8245,266.2451,2025-01-21 07:00:00,2025-01-21 08:00:00,266.2451,0.18134080214058398,1.3884466394690218,79.55213252069717,21,1409.1953835614654,0.4230400134449038,0.5533894636355564,0.1889341273082499,255.54462122784406,Passed,Passed,Passed
7088,2025-01-21T08:00:00.0/2025-01-21T09:00:00.0,485.8327,306.9279,190.5965,116.3314,543.4759,2025-01-21 08:00:00,2025-01-21 09:00:00,543.4759,0.3506990834368185,1.2124788327377585,69.46991986482203,21,1409.1953835614654,0.6210556617708215,0.37901865552137814,0.38566397984250494,494.20352939840177,Passed,Passed,Passed
